gpu_temperature,gpu_power_load,ambient_temperature,humidity,water_temperature,tds,ph,conductivity,tower_age,cooling_cycles,flow_rate,daily_water_usage,scaling_risk
67.87,52.77,20.77,70.1,28.69,1317.63,8.51,1770.28,1.28,3.25,79.91,1516.3,1
80.06,93.07,28.92,75.17,32.82,375.31,6.79,501.35,14.71,14.6,196.99,6101.01,1
59.22,99.73,22.37,69.29,24.01,958.88,9.15,1322.2,9.34,3.57,68.7,4169.68,1
63.19,87.78,42.45,61.28,34.63,911.55,8.47,1310.29,7.32,5.51,186.25,2383.22,1
90.34,89.14,25.06,51.49,38.15,344.89,8.8,438.55,6.73,7.18,91.92,4834.7,1
50.59,47.43,43.57,80.09,35.41,591.17,6.63,750.7,8.81,16.97,162.1,7016.65,1
53.85,70.37,30.99,86.98,31.68,875.58,7.86,1243.81,1.81,5.28,113.02,8712.58,1
59.35,34.71,33.95,54.93,30.09,424.61,8.39,573.77,13.99,18.93,157.83,4305.79,1
51.19,36.64,31.29,85.21,26.44,1160.75,7.97,1628.86,9.57,4.64,64.93,5570.42,1
58.16,99.92,18.88,60.83,27.14,1366.59,8.3,1767.11,3.17,2.7,83.12,7884.33,1
76.24,52.86,26.27,57.69,34.53,457.71,8.71,648.02,8.66,9.9,55.98,4005.0,1
68.96,82.37,17.97,51.81,29.33,424.29,7.51,608.76,2.43,21.59,178.42,2566.93,1
90.17,86.47,33.69,34.65,35.31,745.92,8.79,1027.21,0.75,4.21,87.41,3614.11,1
86.78,90.06,28.41,20.26,34.9,1097.32,6.94,1394.88,9.64,4.03,151.12,8243.42,1
65.38,99.83,38.34,36.91,34.7,537.92,7.23,768.72,9.9,17.02,171.24,2695.45,1
61.67,46.9,21.61,55.68,28.96,223.86,6.62,315.3,8.96,8.24,184.23,3969.16,1
67.09,32.82,19.94,46.6,30.28,849.46,7.48,1189.4,3.16,16.35,57.01,4984.8,1
76.56,58.78,27.19,51.39,33.95,1347.92,7.53,1694.8,9.25,6.0,182.88,7853.35,1
62.06,39.11,42.8,88.65,36.16,669.53,8.67,943.9,1.32,11.2,71.56,8532.85,1
78.09,31.57,36.31,44.52,37.4,704.16,8.26,899.63,9.33,7.31,157.9,4693.58,1
68.42,55.23,27.57,51.65,33.13,1362.68,7.68,1763.96,8.53,11.03,156.62,8489.66,1
74.84,84.86,30.52,29.35,35.02,1033.53,8.26,1411.21,10.0,17.38,41.36,2710.94,1
69.63,69.63,17.53,23.36,28.67,1063.01,6.64,1385.09,13.48,17.24,75.3,2676.39,1
63.25,51.89,44.54,74.28,35.86,875.24,6.99,1209.82,12.83,12.32,118.71,8619.38,1
92.68,75.8,34.99,59.95,40.58,1369.53,8.19,1878.47,14.72,20.57,107.21,5322.6,1
84.36,46.24,23.56,73.25,35.31,1026.64,8.23,1305.51,14.66,7.28,186.97,2894.31,1
56.31,31.01,32.57,30.49,31.01,1274.04,8.59,1759.71,11.7,6.81,97.56,5159.93,1
89.08,83.5,18.28,60.03,34.43,1039.25,7.59,1491.11,14.37,14.28,189.92,7374.08,1
71.93,73.66,43.98,37.75,41.06,1082.14,8.45,1387.54,13.08,14.43,113.51,7701.9,1
90.25,83.36,20.24,35.96,35.18,548.49,8.35,751.11,11.05,2.93,194.3,7979.77,1
85.99,32.73,34.44,20.81,37.25,564.17,9.1,743.79,1.59,14.16,157.98,5771.78,1
69.13,88.6,22.36,29.12,31.88,1139.58,7.08,1529.23,1.21,9.49,172.69,8002.1,1
51.01,73.37,36.53,41.65,27.8,556.05,7.99,726.98,12.65,16.95,56.78,5325.23,1
62.09,69.44,38.3,28.18,31.77,875.32,8.12,1156.15,7.6,18.16,133.78,6052.95,1
74.37,73.72,35.2,89.01,36.59,499.22,9.2,626.92,12.31,13.04,62.83,7190.4,1
78.51,90.51,33.43,41.6,37.36,1180.38,7.04,1707.2,5.04,2.03,87.62,4690.76,1
61.6,71.09,41.77,29.12,32.53,332.6,7.91,457.31,6.27,14.73,139.77,2051.86,1
56.27,70.67,17.36,33.94,24.38,1195.34,7.43,1613.87,10.65,16.98,156.2,4126.25,1
87.57,99.35,24.93,61.14,34.41,923.28,7.92,1224.95,13.77,6.98,46.27,6179.58,1
94.3,82.97,22.45,24.48,35.46,424.29,7.13,576.13,1.77,11.29,124.95,2942.49,1
73.66,60.96,44.64,80.37,40.93,850.44,6.63,1127.7,12.99,21.31,130.45,2612.89,1
57.73,79.52,26.68,87.3,30.18,539.0,8.05,712.55,12.0,7.96,52.61,3698.1,1
62.25,57.25,36.98,37.27,33.47,588.16,7.41,789.78,5.08,6.46,120.11,1740.84,1
50.83,46.02,35.54,51.51,29.05,621.83,6.99,811.62,5.65,6.22,154.21,7075.67,1
91.14,71.78,21.36,21.55,32.56,275.98,7.37,354.92,1.17,13.18,48.52,3440.37,1
55.3,94.97,22.17,64.85,29.42,1383.15,6.63,1882.92,0.73,21.0,161.64,2431.79,1
75.94,95.04,23.44,48.97,33.37,237.84,9.07,337.39,7.42,14.17,132.23,6743.47,1
62.33,53.93,27.33,38.9,28.74,995.0,8.07,1274.16,1.89,8.07,173.32,7821.96,1
74.94,66.94,22.03,34.48,32.88,645.47,8.7,811.07,3.31,14.77,74.89,1649.07,1
79.31,44.81,15.59,65.78,30.14,975.21,7.64,1267.15,12.78,14.5,173.32,3252.0,1
87.34,99.69,41.38,49.14,40.74,627.5,8.94,907.33,8.78,13.94,55.13,8589.24,1
59.29,98.68,43.97,32.58,36.08,1008.5,7.8,1427.79,9.69,5.19,104.61,4389.41,1
50.49,75.47,25.25,68.24,24.98,1075.08,8.05,1471.97,3.22,14.69,71.92,8539.44,1
56.16,86.31,25.16,59.56,27.16,1028.66,7.83,1477.01,12.52,10.6,180.16,3556.59,1
90.5,80.06,15.21,80.11,33.19,336.75,8.48,450.93,13.09,2.37,152.79,3135.51,1
89.33,71.52,35.41,28.22,38.72,988.27,8.03,1429.69,8.09,12.8,44.06,3105.81,1
76.88,33.73,39.76,75.0,39.48,535.99,7.23,701.74,13.73,21.79,41.52,2139.21,1
77.02,61.83,19.4,67.15,34.78,234.56,6.89,304.48,12.75,8.99,86.6,8223.24,1
79.93,77.24,19.79,28.05,30.4,697.8,8.14,961.29,11.1,21.31,62.93,8848.76,1
57.89,77.43,38.7,68.64,29.69,720.25,7.82,954.79,11.14,3.92,140.85,8658.82,1
91.15,56.12,33.49,50.91,35.5,760.61,6.76,1046.05,2.03,16.65,146.21,7890.21,1
68.84,95.92,16.35,86.15,27.63,1045.79,7.57,1371.03,4.43,4.29,190.71,7851.66,1
67.24,41.71,33.68,29.91,32.27,570.61,7.89,783.78,1.47,7.47,192.33,6458.14,1
73.35,65.03,24.27,65.0,32.25,578.34,8.73,754.82,0.63,13.42,145.42,7696.6,1
52.11,78.36,26.06,46.74,27.42,272.66,6.71,343.61,2.8,13.86,40.91,3062.57,1
57.48,78.8,38.09,86.98,29.5,1024.19,7.44,1467.07,13.27,17.5,97.44,4409.34,1
83.21,75.4,39.33,43.1,35.94,881.39,8.72,1257.43,3.98,14.31,122.1,6306.27,1
53.73,49.27,27.01,87.35,28.48,619.31,8.25,894.38,14.57,13.87,119.87,8060.78,1
77.14,40.93,43.41,83.1,39.75,1046.23,7.28,1457.71,9.16,20.25,136.53,6453.52,1
61.04,74.52,27.19,38.93,28.93,844.83,8.78,1171.39,3.94,11.04,193.69,7792.66,1
67.52,71.95,38.16,76.25,31.92,763.09,7.83,1039.18,7.71,6.51,181.63,5054.62,1
62.99,42.55,29.52,89.69,32.02,813.59,7.85,1037.48,3.68,5.24,57.43,6879.78,1
66.01,79.36,41.93,37.69,38.72,963.62,9.14,1240.99,14.77,10.0,82.56,8849.86,1
82.36,61.86,42.23,50.57,40.93,992.0,9.06,1297.43,12.79,16.26,173.3,2651.16,1
63.37,76.74,17.62,56.41,25.32,546.75,7.47,780.78,0.88,2.85,171.89,8451.91,1
75.49,88.62,43.09,40.65,39.04,368.89,6.88,473.88,14.24,4.58,84.06,5417.73,1
71.42,41.88,39.77,21.07,34.04,387.96,7.38,556.56,10.96,4.12,156.89,6324.14,1
79.87,31.34,38.74,35.41,40.64,967.27,6.58,1310.22,1.69,13.71,147.53,8084.02,1
92.16,84.54,21.03,39.74,35.56,1247.45,6.56,1737.84,10.22,6.86,115.76,4572.41,1
82.97,72.68,39.15,51.05,35.91,691.4,7.57,879.49,9.88,5.33,72.23,4640.19,1
59.67,78.97,40.5,31.98,33.49,403.42,9.04,525.99,3.67,13.86,182.18,5453.86,1
51.4,88.67,23.67,81.13,27.06,1107.92,8.85,1597.3,11.5,17.23,148.46,1643.27,1
61.8,86.2,43.57,69.34,35.03,1198.99,7.88,1562.56,1.76,8.64,67.04,5225.0,1
76.78,97.26,16.5,25.96,29.42,1256.7,8.03,1645.4,7.6,13.56,152.77,3683.15,1
52.31,67.52,19.5,65.51,22.45,928.2,6.52,1196.93,0.64,3.96,158.63,8459.66,1
72.34,64.19,31.13,65.76,35.11,1232.87,7.08,1572.92,14.55,20.7,181.9,2158.01,1
76.86,58.13,32.27,86.94,34.21,218.5,6.57,283.32,11.4,8.74,75.65,4944.9,1
65.04,40.76,34.35,20.21,28.97,328.68,8.54,453.08,2.8,21.95,198.2,8606.01,1
84.69,70.08,15.51,37.36,30.86,311.09,6.89,417.2,5.45,21.57,64.54,8257.76,1
54.8,49.39,43.81,84.95,36.0,1055.13,8.85,1435.76,2.83,17.58,136.11,6760.11,1
53.38,94.49,16.34,85.25,23.29,283.5,8.24,361.31,11.62,2.4,145.15,5920.21,1
82.77,70.82,19.29,70.44,35.92,795.64,7.12,1122.19,1.35,12.87,107.03,3605.48,1
72.3,71.5,15.42,73.6,29.33,767.25,6.93,1079.38,12.69,3.74,116.01,4252.18,1
80.98,54.84,32.01,26.4,37.12,572.84,8.19,718.53,14.16,19.9,182.55,2176.01,1
69.57,33.64,42.97,55.97,37.17,1244.49,8.93,1651.06,10.31,17.79,143.24,7395.81,1
61.09,32.22,34.98,36.21,32.38,404.52,8.44,511.21,3.59,21.45,119.52,3929.02,1
86.86,59.63,39.68,32.69,40.08,622.96,7.44,877.38,5.72,14.17,60.54,6508.36,1
85.97,35.92,15.4,76.72,31.28,1129.01,8.09,1577.73,7.42,12.44,41.17,4181.96,1
81.26,72.48,31.26,29.45,37.32,236.51,7.34,338.3,9.27,12.38,59.99,4982.48,1
62.25,91.67,28.79,52.81,28.77,1007.54,9.2,1307.06,10.2,9.73,192.99,5662.52,1
76.56,91.8,29.97,85.7,32.48,1179.68,8.52,1582.25,8.54,11.37,162.25,7513.89,1
66.24,76.13,17.17,33.01,25.32,1318.72,8.16,1697.06,5.59,14.71,194.74,3083.67,1
54.12,44.79,35.53,88.46,35.06,1251.56,7.64,1657.37,13.42,20.66,45.71,4490.74,1
91.28,90.41,30.1,89.6,39.41,583.26,8.17,790.0,1.68,13.92,148.84,2475.61,1
56.16,92.03,37.95,58.89,32.93,903.64,7.42,1139.18,7.26,19.14,47.09,2068.2,1
92.76,43.77,29.56,31.91,36.42,292.75,6.58,407.8,11.75,19.26,165.13,6035.06,1
70.07,81.62,19.48,42.13,30.58,509.44,7.57,692.16,1.38,12.38,100.95,2918.18,1
58.33,50.06,34.45,49.71,31.41,313.07,9.01,443.24,10.73,8.95,55.32,1948.5,1
74.39,86.18,20.17,41.65,31.08,578.22,8.19,754.21,12.39,14.79,130.89,8228.23,1
89.28,99.81,41.17,39.64,39.78,1250.22,6.73,1788.65,10.08,10.92,84.82,5507.36,1
82.95,32.1,33.39,88.06,37.75,616.6,8.89,893.91,0.69,3.63,145.53,2509.71,1
86.3,92.82,19.72,30.74,32.63,874.28,7.23,1253.59,3.11,9.56,145.31,1900.7,1
79.65,73.58,43.87,71.33,38.73,720.06,7.16,1012.1,5.46,21.88,152.8,2398.95,1
81.15,98.14,30.55,20.03,37.45,750.7,7.3,1060.34,3.89,2.97,198.79,5035.03,1
88.21,62.55,17.19,61.73,29.99,1363.49,8.06,1860.82,14.46,15.93,101.87,6513.49,1
61.24,89.32,33.8,84.12,33.27,555.39,7.97,715.35,9.95,18.82,114.45,6309.6,1
72.02,34.37,22.6,40.16,32.28,952.79,7.83,1320.0,4.81,14.97,168.74,2583.17,1
59.95,53.47,39.11,32.99,31.92,704.08,8.44,980.46,13.98,13.39,132.54,6251.17,1
94.45,34.69,39.53,65.62,40.81,273.38,7.35,395.6,11.24,16.15,45.96,4536.49,1
92.48,98.27,44.37,69.88,42.0,787.2,8.61,1069.22,4.63,10.59,174.89,4985.58,1
51.77,87.19,30.06,68.16,29.03,1176.01,6.97,1533.84,5.99,3.83,48.24,7510.73,1
81.75,89.68,28.65,42.35,35.16,318.5,8.61,441.68,3.39,21.25,67.33,3993.75,1
91.64,95.66,37.6,37.65,41.94,283.51,8.29,409.92,14.58,10.65,56.33,2602.49,1
58.13,35.96,18.97,86.91,29.7,384.36,8.34,494.07,8.0,15.31,52.47,8050.9,1
75.56,56.99,31.41,84.63,33.87,1117.28,7.8,1469.45,13.49,12.63,44.11,3090.98,1
91.2,34.97,31.39,52.01,35.35,1068.79,8.3,1451.82,5.52,3.09,48.8,3705.22,1
51.53,44.76,17.68,79.23,25.72,878.02,6.72,1127.42,12.98,21.05,110.79,6799.43,1
81.38,46.06,27.54,51.66,38.35,761.87,8.8,955.73,1.28,17.85,80.46,6626.63,1
63.38,62.84,40.6,49.71,35.84,1265.99,6.65,1667.81,14.74,4.98,60.25,7503.0,1
91.6,48.8,40.68,30.97,39.96,1120.04,6.9,1593.9,13.72,21.63,145.39,2879.0,1
93.7,37.07,17.98,49.85,34.47,1174.33,8.06,1478.12,5.77,16.74,76.18,4142.1,1
92.49,41.72,17.72,57.62,32.09,1175.91,8.5,1570.77,11.73,11.45,43.03,2444.12,1
71.34,40.31,22.88,21.58,32.13,971.26,6.71,1362.13,11.41,14.23,106.95,5557.79,1
88.79,98.12,41.24,51.09,38.93,749.62,8.99,1079.93,13.57,4.13,89.67,3694.28,1
88.0,83.15,18.87,74.69,33.0,1237.61,9.13,1790.94,4.96,13.21,90.98,6667.02,1
64.36,97.74,36.6,67.6,31.89,1311.21,8.14,1749.67,7.25,3.47,111.24,1502.58,1
87.3,60.78,18.03,64.46,33.39,228.57,7.8,329.15,13.04,12.9,147.03,1947.62,1
51.67,49.49,33.69,83.67,28.98,261.87,8.5,329.19,11.79,13.05,138.64,4744.2,1
76.83,85.88,25.68,21.26,33.55,1350.49,7.39,1889.59,6.21,19.49,189.96,8686.38,1
60.35,52.84,38.67,58.99,33.67,532.59,7.83,734.21,12.76,16.5,122.83,8181.39,1
55.43,50.96,22.01,75.11,24.59,1248.04,8.97,1622.34,1.18,6.99,115.61,8955.07,1
53.46,46.28,34.18,57.89,31.58,666.55,9.08,900.82,11.84,19.77,74.15,4626.23,1
81.33,39.08,22.07,42.67,32.96,342.92,9.0,437.54,3.5,13.46,160.86,1849.26,1
65.29,47.95,36.41,29.54,32.09,296.53,7.21,422.36,4.65,14.13,62.52,3794.67,1
82.61,54.87,41.21,82.13,42.0,387.81,7.13,512.52,7.65,5.38,118.58,6568.28,1
52.94,77.18,18.8,52.95,25.77,499.87,7.3,687.43,7.02,19.16,107.41,2513.73,1
64.19,34.38,41.0,81.47,35.09,786.22,7.69,1007.74,8.05,20.62,145.33,3749.79,1
74.28,44.74,32.81,61.01,37.88,1041.8,7.35,1345.2,8.4,17.5,186.82,1921.25,1
85.58,86.63,18.81,67.19,36.66,1383.68,7.51,2004.11,5.31,20.82,191.46,5062.25,1
64.34,40.28,27.83,76.3,30.53,729.81,8.18,1022.18,3.04,8.05,66.85,3066.91,1
78.17,53.99,19.83,66.14,32.18,821.82,8.56,1185.39,11.64,19.22,81.89,2184.36,1
89.87,90.53,36.01,47.86,38.09,826.18,8.49,1081.61,6.3,11.78,169.86,4584.12,1
77.71,40.84,37.77,55.95,37.35,847.32,8.7,1087.04,7.83,5.28,122.92,4134.19,1
60.48,35.79,18.17,76.21,26.08,821.29,6.59,1109.24,9.85,15.38,112.49,5531.38,1
51.1,63.92,30.18,46.16,28.71,210.53,6.63,283.99,13.69,15.68,153.7,7117.79,1
89.15,51.17,39.44,47.17,41.76,202.07,8.63,259.66,10.76,7.74,136.31,2344.27,1
50.96,69.44,43.08,26.7,33.94,317.2,7.94,443.01,1.16,2.55,195.31,7433.44,1
89.36,86.27,30.41,84.02,38.46,321.87,8.06,425.62,12.66,6.0,133.44,1697.17,1
73.8,39.6,43.51,26.37,36.26,1045.88,6.64,1346.33,14.85,10.0,114.56,4823.26,1
92.26,70.65,31.07,65.37,37.06,445.9,7.19,586.98,7.35,5.35,126.85,5905.73,1
85.95,65.39,26.83,48.92,34.78,1273.66,8.22,1735.65,14.56,5.88,169.37,8677.49,1
94.91,40.09,40.45,48.39,42.0,1314.33,8.82,1833.87,8.44,9.83,138.03,5804.42,1
65.78,73.68,29.79,67.57,33.97,1371.07,8.98,1845.98,7.16,21.24,143.53,2690.62,1
84.52,49.15,29.16,24.7,34.01,1326.9,7.85,1798.1,5.31,17.28,195.43,5381.56,1
68.09,64.15,29.71,61.56,31.71,526.27,7.97,672.46,10.03,8.39,138.94,4468.38,1
71.59,35.76,40.4,74.04,38.95,811.73,8.75,1163.16,3.83,21.03,100.85,5095.17,1
78.24,62.17,39.96,77.97,37.95,410.55,7.95,589.44,2.02,14.91,150.61,2978.23,1
89.32,51.45,27.11,31.94,37.74,1167.45,7.9,1618.89,0.89,11.11,145.51,5256.2,1
94.28,87.57,25.0,82.82,37.04,1266.12,8.94,1587.11,4.74,11.37,42.22,2625.3,1
84.57,33.99,29.76,65.93,37.07,1221.55,8.63,1658.15,6.24,10.21,114.77,7080.32,1
68.8,59.3,32.18,81.73,33.01,720.04,8.95,990.66,8.51,6.66,158.86,5954.3,1
68.96,62.09,22.15,53.97,31.33,1110.41,7.09,1608.91,4.74,9.73,119.85,2088.96,1
83.19,80.75,38.82,57.94,36.29,317.1,7.92,459.54,14.77,12.56,164.74,8172.11,1
60.74,70.2,29.59,84.33,29.82,248.29,8.77,352.96,4.73,12.56,112.14,6122.85,1
54.97,76.7,25.02,82.99,28.09,1103.88,6.8,1393.95,6.89,17.23,197.33,3870.8,1
65.96,84.39,18.2,51.37,28.93,710.43,8.65,1023.48,2.0,9.18,86.86,1842.32,1
62.93,90.35,22.17,39.21,31.48,1394.66,6.99,1914.21,4.28,16.34,54.74,6241.7,1
63.33,51.97,43.48,47.52,35.27,316.71,8.68,446.61,1.2,13.56,108.8,4300.8,1
60.51,67.66,24.15,47.14,31.54,1226.75,8.15,1633.35,8.61,21.24,126.67,8307.14,1
51.89,88.81,20.07,40.08,23.68,775.98,7.02,1019.59,11.39,9.71,95.85,1761.58,1
50.8,99.26,28.82,38.8,30.45,1192.58,7.78,1601.22,3.34,20.02,78.76,1793.27,1
94.45,92.27,24.21,80.27,38.72,1180.55,8.34,1510.37,5.83,18.41,147.53,8619.74,1
69.25,56.0,16.05,24.89,26.1,1299.19,8.21,1716.77,0.74,14.75,100.34,8736.55,1
67.29,43.66,24.69,67.43,31.08,557.42,7.65,792.39,12.67,15.09,141.02,1708.07,1
80.58,64.26,31.32,32.1,36.01,1339.76,8.93,1684.87,11.81,3.69,164.65,6870.25,1
59.82,81.91,31.55,44.12,32.25,382.0,7.9,489.03,1.42,21.0,161.76,3161.21,1
92.75,64.48,25.7,24.31,36.73,298.36,7.87,380.42,5.79,4.14,100.05,6760.45,1
85.39,63.82,28.42,38.9,35.68,717.94,6.67,955.3,14.35,13.26,130.86,8015.5,1
54.02,88.68,43.97,73.79,36.63,1193.99,8.99,1730.56,6.18,8.6,111.95,2256.24,1
68.79,55.3,26.32,81.95,31.21,768.11,6.98,986.76,8.13,10.6,179.33,3290.75,1
89.56,90.19,22.75,35.51,37.0,1195.14,7.93,1528.7,5.65,14.2,180.6,1680.58,1
92.51,58.48,22.3,52.45,35.48,1075.62,8.67,1541.38,9.14,20.18,95.0,1828.72,1
71.03,52.98,28.73,52.92,36.15,451.31,7.08,643.76,14.68,11.15,54.68,1722.13,1
77.6,61.78,37.79,81.15,36.27,1338.66,7.92,1681.95,14.96,21.75,66.81,7505.12,1
57.52,83.37,21.18,73.4,25.56,272.94,7.15,382.21,11.73,13.86,98.72,3737.2,1
94.6,38.82,36.28,55.92,42.0,1277.94,8.55,1764.95,6.36,5.21,130.28,5199.09,1
60.43,43.75,15.63,66.95,24.69,565.33,8.02,793.47,7.67,5.8,145.09,7408.83,1
92.42,96.6,27.57,79.31,40.96,800.18,8.81,1079.36,5.67,16.32,93.02,5212.08,1
79.23,42.28,38.28,20.67,39.99,706.82,8.92,1023.67,14.79,3.01,146.8,4718.97,1
77.35,69.74,25.16,48.2,32.83,406.2,8.25,511.31,10.76,11.61,190.04,1586.8,1
73.07,70.55,31.91,83.51,30.81,629.78,8.46,816.74,7.01,4.96,144.32,5760.3,1
60.38,64.27,21.15,71.82,27.46,431.52,7.98,573.63,0.68,10.66,65.37,2435.57,1
57.94,75.13,37.26,58.0,32.73,444.66,7.54,595.83,8.05,17.0,132.75,7234.86,1
59.92,46.09,16.57,57.08,28.11,424.47,8.25,608.8,14.77,11.18,126.7,3433.03,1
58.39,68.69,40.58,44.34,36.98,786.82,8.95,1071.65,8.08,5.27,179.31,6556.41,1
85.08,56.05,20.95,56.44,32.23,1157.52,7.63,1457.34,3.15,7.04,96.05,6346.68,1
65.76,76.32,41.23,65.88,37.47,882.76,7.35,1175.46,0.82,9.35,107.67,6125.07,1
52.6,39.89,25.58,49.29,28.63,1271.85,7.55,1695.75,5.64,3.39,135.79,3502.14,1
93.61,69.96,36.68,69.99,42.0,963.85,7.68,1390.94,13.81,13.69,123.91,3503.17,1
89.77,42.97,24.58,80.29,37.04,1027.21,6.7,1407.11,14.95,14.15,155.04,7972.86,1
91.75,49.51,42.18,30.83,38.81,1001.13,7.85,1378.68,14.21,3.24,46.46,1596.05,1
94.77,45.31,18.8,51.61,34.96,739.35,7.83,1029.66,11.08,10.05,130.16,2861.42,1
57.83,42.8,20.36,48.56,24.27,1027.21,8.09,1442.21,8.59,10.28,59.47,6076.28,1
67.83,87.8,29.79,68.12,31.98,283.65,7.48,390.59,9.06,8.68,90.43,7627.85,1
84.12,50.0,17.46,37.49,34.1,1231.82,8.16,1598.21,8.32,13.15,145.86,4187.59,1
81.32,94.9,20.88,64.82,33.25,1133.37,8.87,1614.84,10.75,8.92,65.19,6400.83,1
56.93,97.89,43.31,81.42,36.69,494.28,9.08,690.22,6.57,10.33,89.41,5678.67,1
86.71,69.99,44.29,49.27,42.0,1121.64,8.08,1568.47,10.2,17.95,152.48,1984.05,1
60.1,40.01,26.29,83.77,26.63,215.17,6.61,311.85,2.26,5.24,144.13,6163.13,1
60.07,56.22,42.7,89.52,29.92,460.7,9.12,649.81,4.35,14.38,54.57,7604.28,1
74.16,85.84,31.34,27.43,34.81,278.16,8.41,393.83,12.62,12.11,132.36,8943.36,1
76.68,55.72,23.09,36.31,31.83,1136.27,7.41,1636.55,13.6,8.1,63.56,1722.3,1
76.1,36.09,36.07,86.53,34.7,1107.05,6.9,1417.27,8.32,16.55,80.36,6450.44,1
54.12,68.97,34.77,87.08,27.3,1176.36,6.89,1587.56,0.96,13.02,113.47,4609.12,1
89.49,89.16,44.67,26.84,41.54,205.38,6.95,280.57,13.94,11.55,57.5,1573.41,1
61.95,85.71,22.95,21.05,28.13,801.48,6.62,1054.63,10.68,15.35,198.98,6107.71,1
55.83,42.26,35.16,31.28,32.6,1045.8,8.94,1482.82,6.5,18.05,66.46,2418.2,1
89.99,77.09,16.56,89.72,33.67,386.48,7.96,542.03,9.18,21.45,165.01,4339.25,1
93.0,45.44,18.41,32.6,37.91,979.75,8.39,1365.94,6.73,14.59,172.77,3460.25,1
88.8,45.27,15.12,55.18,30.42,300.93,8.74,436.18,7.25,19.49,199.11,4208.73,1
86.43,91.19,44.98,79.39,42.0,417.59,8.64,543.65,13.36,2.02,108.58,5195.22,1
79.49,47.48,39.07,21.43,38.64,770.96,8.88,1077.1,2.84,12.6,179.86,4194.07,1
74.79,48.43,38.6,62.31,38.6,984.28,9.11,1338.89,2.0,6.29,193.21,5645.49,1
53.91,30.05,30.29,39.39,28.21,375.04,7.69,492.28,0.54,3.88,67.66,3289.87,1
68.38,90.95,24.0,80.36,32.64,422.27,9.07,541.4,5.05,12.64,116.71,6265.21,1
66.77,85.48,19.54,39.84,29.12,445.34,8.45,636.46,2.64,16.94,49.6,7903.22,1
61.69,73.91,23.54,68.07,27.3,486.44,6.69,665.98,3.69,10.25,139.32,3180.5,1
82.55,82.52,26.28,67.2,34.81,471.86,8.34,667.68,0.66,15.4,133.02,5309.08,1
72.31,40.64,37.69,35.5,35.79,674.18,8.35,916.26,3.79,11.79,72.66,6365.17,1
53.65,62.08,31.19,22.44,30.31,984.55,8.95,1274.0,5.32,10.74,167.66,5734.7,1
59.91,54.59,17.32,48.65,23.68,725.64,7.51,956.04,0.96,7.81,45.96,4242.37,1
80.75,36.56,15.54,40.24,30.57,1131.17,8.08,1500.28,9.31,9.65,169.0,6316.5,1
53.43,64.03,18.07,76.63,25.47,1063.12,6.53,1535.77,8.75,9.0,44.26,1711.85,1
88.3,94.45,27.31,76.03,36.7,351.83,7.4,440.19,1.91,14.92,145.09,4274.3,1
72.28,32.8,43.0,51.99,40.81,258.61,6.67,374.24,9.13,4.32,52.6,5494.59,0
71.63,50.4,34.12,62.46,36.4,1253.53,7.91,1812.72,14.98,3.85,80.2,1654.6,1
76.66,44.53,39.05,62.3,37.82,295.8,8.71,428.68,14.19,15.2,155.51,5307.37,1
87.11,46.67,28.99,77.9,37.36,378.01,7.06,508.54,0.54,12.93,84.86,6406.91,1
65.65,93.59,25.85,49.75,31.05,226.56,7.92,326.87,12.03,10.6,121.79,7194.06,1
80.51,62.76,18.25,39.28,32.32,954.0,7.05,1267.99,5.63,5.05,186.44,2350.31,1
75.46,62.64,41.28,38.55,34.66,898.84,6.83,1128.28,1.42,10.22,47.94,8929.24,1
62.02,83.24,38.49,57.53,33.37,1384.28,7.88,1792.47,4.79,17.79,169.77,6046.26,1
89.54,40.81,20.04,51.44,31.43,1264.32,6.71,1819.43,5.17,19.79,50.44,4223.95,1
85.88,64.11,30.37,50.81,39.66,693.01,8.09,868.17,8.09,16.05,60.29,3368.2,1
79.63,60.1,29.62,26.38,35.15,645.9,6.58,877.91,10.09,3.2,59.09,5796.73,1
88.28,71.78,33.75,70.3,38.5,556.22,6.79,703.69,11.36,15.41,199.06,8112.84,1
89.03,99.97,43.39,34.96,42.0,382.89,7.98,500.54,4.07,6.82,68.83,5404.24,1
81.88,83.86,32.39,33.79,37.65,365.7,8.1,463.57,5.17,8.31,183.48,6461.04,1
87.67,57.85,31.21,48.89,35.58,358.74,6.58,510.1,4.97,5.92,198.55,4182.72,1
81.39,87.93,16.51,35.94,30.98,336.94,8.05,461.0,5.76,17.52,101.41,4411.14,1
80.61,41.95,16.89,60.87,30.39,488.61,8.76,698.92,15.0,14.97,140.97,3646.31,1
77.84,32.13,20.62,46.0,28.19,568.0,8.45,788.2,11.78,14.24,164.65,6792.28,1
83.87,44.31,15.97,51.42,30.18,1353.89,6.85,1955.3,14.64,15.36,102.82,4193.91,1
57.14,53.83,37.3,57.6,31.97,894.17,8.1,1208.89,10.55,6.74,65.89,2930.37,1
89.64,65.74,36.7,34.25,40.02,1385.11,8.32,1908.33,6.39,10.89,109.4,4270.5,1
89.23,73.06,19.08,30.9,31.02,646.96,6.6,883.27,6.15,14.67,163.5,7903.7,1
51.32,93.74,40.08,81.63,34.16,749.15,8.81,1009.0,7.58,14.73,164.92,7036.89,1
87.16,65.69,19.64,50.36,33.46,589.49,8.95,836.61,6.54,17.84,76.89,4009.81,1
